show_id,type,title,director,cast,country,date_added,release_year,rating,duration,listed_in,description
s574,Movie,Movie Title 574,Ryan Coogler,"Actor A, Actor B, Actor C",India,"June 14, 2015",2009,PG-13,85 min,"Horror Movies, Independent Movies, Dramas",Description for Movie Title 574.
s575,TV Show,Show Title 575,Steven Spielberg,"Actor A, Actor B, Actor C","United States, Brazil","October 4, 2018",1987,TV-PG,2 Seasons,"Reality TV, Kids' TV",Description for Show Title 575.
s576,Movie,Movie Title 576,Alfonso Cuarón,"Actor A, Actor B, Actor C",,"April 21, 2019",2007,TV-14,63 min,"Horror Movies, Comedies, Music & Musicals",Description for Movie Title 576.
s577,TV Show,Show Title 577,Quentin Tarantino,"Actor A, Actor B, Actor C",United States,"October 11, 2021",1976,TV-14,3 Seasons,"TV Mysteries, Crime TV Shows",Description for Show Title 577.
s578,TV Show,Show Title 578,,"Actor A, Actor B, Actor C",Germany,"August 21, 2021",2021,NR,2 Seasons,"TV Dramas, Reality TV",Description for Show Title 578.
s579,TV Show,Show Title 579,Martin Scorsese,"Actor A, Actor B, Actor C",United States,"April 24, 2021",1970,UR,7 Seasons,"British TV Shows, TV Action & Adventure",Description for Show Title 579.
s580,Movie,Movie Title 580,Ava DuVernay,"Actor A, Actor B, Actor C",Japan,,1951,PG-13,128 min,"Romantic Movies, Children & Family Movies, Sci-Fi & Fantasy",Description for Movie Title 580.
s581,Movie,Movie Title 581,David Fincher,"Actor A, Actor B, Actor C",United Kingdom,"May 5, 2021",2009,,181 min,Independent Movies,Description for Movie Title 581.
s582,Movie,Movie Title 582,Ava DuVernay,"Actor A, Actor B, Actor C","India, Germany","October 10, 2017",2013,TV-14,142 min,Independent Movies,Description for Movie Title 582.
s583,Movie,Movie Title 583,James Cameron,"Actor A, Actor B, Actor C",South Korea,"December 24, 2019",2020,R,118 min,"International Movies, Music & Musicals, Independent Movies",Description for Movie Title 583.
s584,TV Show,Show Title 584,Martin Scorsese,"Actor A, Actor B, Actor C",Canada,"June 5, 2020",1988,TV-14,1 Season,Reality TV,Description for Show Title 584.
s585,Movie,Movie Title 585,Guillermo del Toro,"Actor A, Actor B, Actor C",United States,"October 7, 2017",1984,TV-MA,78 min,Horror Movies,Description for Movie Title 585.
s586,TV Show,Show Title 586,Steven Spielberg,"Actor A, Actor B, Actor C",Japan,"November 2, 2020",1960,,1 Season,Docuseries,Description for Show Title 586.
s587,Movie,Movie Title 587,Ryan Coogler,"Actor A, Actor B, Actor C",Spain,"October 15, 2014",1974,PG,66 min,"Thrillers, Romantic Movies",Description for Movie Title 587.
s588,Movie,Movie Title 588,Guillermo del Toro,"Actor A, Actor B, Actor C",United States,"April 1, 2014",2016,PG-13,120 min,"Action & Adventure, Thrillers",Description for Movie Title 588.
s589,Movie,Movie Title 589,Martin Scorsese,"Actor A, Actor B, Actor C",Argentina,"February 20, 2016",2020,R,156 min,"Sports Movies, Comedies",Description for Movie Title 589.
s590,Movie,Movie Title 590,Steven Spielberg,"Actor A, Actor B, Actor C",Brazil,"February 9, 2016",2009,TV-14,159 min,"Thrillers, International Movies, Anime Features",Description for Movie Title 590.
s591,Movie,Movie Title 591,Guillermo del Toro,"Actor A, Actor B, Actor C",United States,"February 4, 2021",2015,PG-13,87 min,"International Movies, Action & Adventure, Comedies",Description for Movie Title 591.
s592,TV Show,Show Title 592,Ava DuVernay,"Actor A, Actor B, Actor C",Japan,"April 13, 2021",1980,TV-MA,2 Seasons,"TV Action & Adventure, Teen TV Shows",Description for Show Title 592.
s593,Movie,Movie Title 593,Alfonso Cuarón,"Actor A, Actor B, Actor C",South Korea,"January 7, 2015",2012,TV-MA,110 min,Thrillers,Description for Movie Title 593.
s594,TV Show,Show Title 594,Quentin Tarantino,"Actor A, Actor B, Actor C",Spain,"July 8, 2021",1981,TV-PG,5 Seasons,International TV Shows,Description for Show Title 594.
s595,Movie,Movie Title 595,Spike Lee,"Actor A, Actor B, Actor C",South Korea,"March 1, 2020",1972,G,78 min,Comedies,Description for Movie Title 595.
s596,TV Show,Show Title 596,Martin Scorsese,"Actor A, Actor B, Actor C",South Korea,,1999,,1 Season,TV Comedies,Description for Show Title 596.
s597,Movie,Movie Title 597,Guillermo del Toro,"Actor A, Actor B, Actor C",Mexico,"September 10, 2021",2016,PG,81 min,"Sports Movies, Action & Adventure",Description for Movie Title 597.
s598,Movie,Movie Title 598,Martin Scorsese,"Actor A, Actor B, Actor C",United States,"February 27, 2018",2013,TV-14,119 min,"Thrillers, Independent Movies",Description for Movie Title 598.
s599,Movie,Movie Title 599,Greta Gerwig,"Actor A, Actor B, Actor C",United States,"April 10, 2016",2015,G,74 min,Comedies,Description for Movie Title 599.
s600,Movie,Movie Title 600,Greta Gerwig,"Actor A, Actor B, Actor C",United States,"August 2, 2021",1967,R,41 min,International Movies,Description for Movie Title 600.
s601,Movie,Movie Title 601,,"Actor A, Actor B, Actor C",India,"December 17, 2016",2011,R,113 min,Dramas,Description for Movie Title 601.
s602,Movie,Movie Title 602,,"Actor A, Actor B, Actor C",United States,"April 26, 2015",2020,UR,128 min,Anime Features,Description for Movie Title 602.
s603,TV Show,Show Title 603,Quentin Tarantino,"Actor A, Actor B, Actor C",United States,"July 2, 2017",1995,TV-MA,15 Seasons,"Anime Series, Crime TV Shows, Talk Shows & Variety",Description for Show Title 603.
s604,Movie,Movie Title 604,Denis Villeneuve,"Actor A, Actor B, Actor C",France,"February 16, 2020",2017,PG-13,67 min,"Action & Adventure, International Movies",Description for Movie Title 604.
s605,Movie,Movie Title 605,Quentin Tarantino,"Actor A, Actor B, Actor C",Egypt,"March 4, 2017",2014,R,149 min,"Dramas, Thrillers",Description for Movie Title 605.
s606,Movie,Movie Title 606,Steven Spielberg,"Actor A, Actor B, Actor C",United States,"November 2, 2021",2001,TV-14,78 min,"Dramas, Sci-Fi & Fantasy, Anime Features",Description for Movie Title 606.
s607,Movie,Movie Title 607,Alfonso Cuarón,"Actor A, Actor B, Actor C",Germany,"June 15, 2019",2018,PG-13,60 min,"Sports Movies, Music & Musicals, Romantic Movies",Description for Movie Title 607.
s608,Movie,Movie Title 608,Quentin Tarantino,,United States,"December 24, 2018",2021,TV-MA,108 min,"Romantic Movies, Dramas",Description for Movie Title 608.
s609,Movie,Movie Title 609,Martin Scorsese,"Actor A, Actor B, Actor C",India,"August 7, 2017",1997,PG-13,124 min,Anime Features,Description for Movie Title 609.
s610,Movie,Movie Title 610,Greta Gerwig,"Actor A, Actor B, Actor C",South Korea,"May 6, 2019",2005,R,158 min,Sports Movies,Description for Movie Title 610.
s611,Movie,Movie Title 611,Bong Joon-ho,"Actor A, Actor B, Actor C",South Korea,"December 19, 2017",2012,R,137 min,Children & Family Movies,Description for Movie Title 611.
s612,Movie,Movie Title 612,Spike Lee,"Actor A, Actor B, Actor C",Spain,"January 5, 2020",2016,PG-13,150 min,Romantic Movies,Description for Movie Title 612.
s613,TV Show,Show Title 613,Guillermo del Toro,"Actor A, Actor B, Actor C",Germany,"January 7, 2019",2009,TV-Y7,4 Seasons,Anime Series,Description for Show Title 613.
s614,Movie,Movie Title 614,Spike Lee,"Actor A, Actor B, Actor C",Italy,"May 17, 2016",1997,UR,104 min,Sci-Fi & Fantasy,Description for Movie Title 614.
s615,Movie,Movie Title 615,Spike Lee,"Actor A, Actor B, Actor C",France,"March 18, 2017",1984,TV-PG,147 min,"Horror Movies, Sports Movies, International Movies",Description for Movie Title 615.
s616,TV Show,Show Title 616,Christopher Nolan,"Actor A, Actor B, Actor C","United States, Japan","July 4, 2010",1974,TV-MA,3 Seasons,"Teen TV Shows, TV Action & Adventure, TV Dramas",Description for Show Title 616.
s617,TV Show,Show Title 617,Guillermo del Toro,"Actor A, Actor B, Actor C",,"June 26, 2021",2017,TV-Y7,3 Seasons,"Teen TV Shows, Talk Shows & Variety",Description for Show Title 617.
s618,Movie,Movie Title 618,,"Actor A, Actor B, Actor C",Mexico,"July 22, 2020",2017,TV-14,45 min,"Dramas, Sports Movies",Description for Movie Title 618.
s619,TV Show,Show Title 619,Guillermo del Toro,"Actor A, Actor B, Actor C",Argentina,"November 13, 2015",2021,TV-Y,2 Seasons,"Anime Series, TV Comedies, British TV Shows",Description for Show Title 619.
s620,Movie,Movie Title 620,Spike Lee,"Actor A, Actor B, Actor C",,"November 9, 2020",2009,PG,73 min,Thrillers,Description for Movie Title 620.
s621,Movie,Movie Title 621,Ava DuVernay,"Actor A, Actor B, Actor C",United Kingdom,"December 5, 2011",2007,NR,71 min,"Independent Movies, Anime Features, Thrillers",Description for Movie Title 621.
s622,TV Show,Show Title 622,Alfonso Cuarón,"Actor A, Actor B, Actor C",France,,2010,TV-MA,2 Seasons,"Talk Shows & Variety, TV Dramas, Teen TV Shows",Description for Show Title 622.
s623,Movie,Movie Title 623,James Cameron,,Germany,"January 14, 2013",1987,TV-MA,96 min,"Comedies, Documentaries, Independent Movies",Description for Movie Title 623.
s624,Movie,Movie Title 624,Alfonso Cuarón,,United Kingdom,"June 16, 2021",1964,PG-13,106 min,"Children & Family Movies, Dramas, Action & Adventure",Description for Movie Title 624.
s625,Movie,Movie Title 625,Bong Joon-ho,"Actor A, Actor B, Actor C",United States,"June 5, 2015",1978,PG-13,81 min,"Sci-Fi & Fantasy, Action & Adventure, International Movies",Description for Movie Title 625.
s626,TV Show,Show Title 626,Greta Gerwig,"Actor A, Actor B, Actor C",India,"March 7, 2015",1999,TV-Y7,3 Seasons,"Docuseries, Anime Series, TV Dramas",Description for Show Title 626.
s627,Movie,Movie Title 627,Bong Joon-ho,"Actor A, Actor B, Actor C",India,"February 20, 2016",1991,TV-MA,90 min,Stand-Up Comedy,Description for Movie Title 627.
s628,Movie,Movie Title 628,Martin Scorsese,"Actor A, Actor B, Actor C",India,"September 12, 2021",2018,R,141 min,Action & Adventure,Description for Movie Title 628.
s629,Movie,Movie Title 629,David Fincher,"Actor A, Actor B, Actor C",France,"June 7, 2010",1994,R,110 min,"Sports Movies, Documentaries",Description for Movie Title 629.
s630,Movie,Movie Title 630,Ridley Scott,"Actor A, Actor B, Actor C",Mexico,"July 22, 2021",1972,PG,72 min,"Music & Musicals, Thrillers",Description for Movie Title 630.
s631,Movie,Movie Title 631,Christopher Nolan,,United States,"May 1, 2019",1998,TV-MA,63 min,"Dramas, Romantic Movies, International Movies",Description for Movie Title 631.
s632,Movie,Movie Title 632,James Cameron,"Actor A, Actor B, Actor C","United States, Turkey","June 13, 2016",2013,PG-13,49 min,"Romantic Movies, Stand-Up Comedy",Description for Movie Title 632.
s633,TV Show,Show Title 633,Denis Villeneuve,,Australia,"March 4, 2020",1988,TV-14,1 Season,"Korean TV Shows, Anime Series, Crime TV Shows",Description for Show Title 633.
s634,Movie,Movie Title 634,Quentin Tarantino,"Actor A, Actor B, Actor C",United States,"May 3, 2012",1967,TV-PG,93 min,"Stand-Up Comedy, Anime Features, Music & Musicals",Description for Movie Title 634.
s635,Movie,Movie Title 635,Ryan Coogler,"Actor A, Actor B, Actor C",United Kingdom,"November 4, 2019",2018,R,102 min,Stand-Up Comedy,Description for Movie Title 635.
s636,Movie,Movie Title 636,Guillermo del Toro,"Actor A, Actor B, Actor C","United States, Spain","April 23, 2020",2010,PG-13,42 min,"Dramas, Documentaries",Description for Movie Title 636.
s637,Movie,Movie Title 637,James Cameron,"Actor A, Actor B, Actor C",United Kingdom,"August 21, 2016",2014,R,161 min,"Comedies, Action & Adventure, Documentaries",Description for Movie Title 637.
s638,Movie,Movie Title 638,James Cameron,"Actor A, Actor B, Actor C",United States,"November 4, 2021",1993,G,60 min,Sci-Fi & Fantasy,Description for Movie Title 638.
s639,Movie,Movie Title 639,Guillermo del Toro,"Actor A, Actor B, Actor C",United States,"March 13, 2017",1974,PG,81 min,"Thrillers, Dramas, Romantic Movies",Description for Movie Title 639.
s640,Movie,Movie Title 640,,"Actor A, Actor B, Actor C",Japan,"November 2, 2017",2003,TV-MA,61 min,Documentaries,Description for Movie Title 640.
s641,Movie,Movie Title 641,Greta Gerwig,,Japan,"December 27, 2013",1998,PG-13,69 min,"Romantic Movies, Documentaries",Description for Movie Title 641.
s642,Movie,Movie Title 642,Steven Spielberg,,Brazil,"December 8, 2021",2013,R,88 min,"Comedies, Action & Adventure, Music & Musicals",Description for Movie Title 642.
s643,TV Show,Show Title 643,Steven Spielberg,"Actor A, Actor B, Actor C",Mexico,"June 16, 2009",2014,TV-PG,2 Seasons,"Talk Shows & Variety, Crime TV Shows",Description for Show Title 643.
s644,Movie,Movie Title 644,James Cameron,"Actor A, Actor B, Actor C",,"December 11, 2016",1975,PG-13,121 min,"Thrillers, Children & Family Movies, International Movies",Description for Movie Title 644.
s645,TV Show,Show Title 645,Quentin Tarantino,"Actor A, Actor B, Actor C",France,"February 9, 2019",2019,NR,12 Seasons,"British TV Shows, International TV Shows, TV Comedies",Description for Show Title 645.
s646,Movie,Movie Title 646,James Cameron,"Actor A, Actor B, Actor C",India,"July 21, 2021",1974,TV-MA,123 min,"Sports Movies, Independent Movies",Description for Movie Title 646.
s647,TV Show,Show Title 647,James Cameron,"Actor A, Actor B, Actor C",United States,"May 10, 2021",2007,TV-14,6 Seasons,"TV Action & Adventure, Korean TV Shows, Kids' TV",Description for Show Title 647.
s648,Movie,Movie Title 648,Steven Spielberg,"Actor A, Actor B, Actor C",United States,"September 10, 2019",1981,TV-14,83 min,"Action & Adventure, International Movies, Romantic Movies",Description for Movie Title 648.
s649,Movie,Movie Title 649,,"Actor A, Actor B, Actor C","India, Australia","May 5, 2008",2010,TV-MA,104 min,"Anime Features, Music & Musicals",Description for Movie Title 649.
s650,TV Show,Show Title 650,Ryan Coogler,"Actor A, Actor B, Actor C",United States,"August 12, 2015",1973,NR,2 Seasons,"British TV Shows, Anime Series, Talk Shows & Variety",Description for Show Title 650.
s651,Movie,Movie Title 651,James Cameron,"Actor A, Actor B, Actor C",Mexico,"May 5, 2020",1980,PG-13,85 min,International Movies,Description for Movie Title 651.
s652,Movie,Movie Title 652,,"Actor A, Actor B, Actor C",,"December 12, 2021",1994,R,174 min,"Romantic Movies, Horror Movies",Description for Movie Title 652.
s653,Movie,Movie Title 653,Steven Spielberg,"Actor A, Actor B, Actor C",Brazil,"October 18, 2017",2007,PG-13,147 min,"Dramas, Anime Features",Description for Movie Title 653.
s654,TV Show,Show Title 654,,"Actor A, Actor B, Actor C",United States,"October 4, 2014",2021,TV-14,6 Seasons,"Reality TV, Korean TV Shows, Kids' TV",Description for Show Title 654.
s655,Movie,Movie Title 655,Ridley Scott,"Actor A, Actor B, Actor C",United States,"November 21, 2015",2003,TV-MA,128 min,"Independent Movies, International Movies",Description for Movie Title 655.
s656,Movie,Movie Title 656,Martin Scorsese,"Actor A, Actor B, Actor C",Mexico,"January 27, 2013",1989,R,84 min,"Dramas, Comedies",Description for Movie Title 656.
s657,TV Show,Show Title 657,David Fincher,"Actor A, Actor B, Actor C",South Korea,"November 1, 2017",2009,TV-Y,3 Seasons,"British TV Shows, Crime TV Shows, TV Comedies",Description for Show Title 657.
s658,TV Show,Show Title 658,Guillermo del Toro,"Actor A, Actor B, Actor C",,"February 15, 2020",1998,TV-14,1 Season,"TV Comedies, International TV Shows",Description for Show Title 658.
s659,TV Show,Show Title 659,David Fincher,"Actor A, Actor B, Actor C","Japan, Australia","December 15, 2018",2020,NR,3 Seasons,Kids' TV,Description for Show Title 659.
s660,Movie,Movie Title 660,Bong Joon-ho,"Actor A, Actor B, Actor C",Japan,"December 28, 2016",2012,TV-MA,121 min,"Anime Features, Sports Movies",Description for Movie Title 660.
s661,Movie,Movie Title 661,Guillermo del Toro,"Actor A, Actor B, Actor C",South Korea,"September 9, 2020",2019,NR,89 min,"Stand-Up Comedy, Sports Movies",Description for Movie Title 661.
s662,Movie,Movie Title 662,Guillermo del Toro,"Actor A, Actor B, Actor C",South Korea,"April 25, 2016",2011,PG-13,157 min,"Anime Features, Documentaries, Comedies",Description for Movie Title 662.
s663,Movie,Movie Title 663,Quentin Tarantino,"Actor A, Actor B, Actor C",United States,"October 21, 2020",1972,R,60 min,Thrillers,Description for Movie Title 663.
s664,Movie,Movie Title 664,Alfonso Cuarón,"Actor A, Actor B, Actor C",India,"September 26, 2014",1986,TV-MA,45 min,Stand-Up Comedy,Description for Movie Title 664.
s665,Movie,Movie Title 665,,"Actor A, Actor B, Actor C",India,"December 24, 2015",1972,TV-14,73 min,"Documentaries, Music & Musicals",Description for Movie Title 665.
s666,Movie,Movie Title 666,,"Actor A, Actor B, Actor C",United States,"February 5, 2013",1997,PG,104 min,"Comedies, Sports Movies",Description for Movie Title 666.
s667,TV Show,Show Title 667,Greta Gerwig,"Actor A, Actor B, Actor C",United States,"May 3, 2021",1971,TV-MA,3 Seasons,Talk Shows & Variety,Description for Show Title 667.
s668,Movie,Movie Title 668,Jordan Peele,"Actor A, Actor B, Actor C",India,"June 14, 2011",1991,PG-13,52 min,"Sports Movies, Anime Features",Description for Movie Title 668.
s669,Movie,Movie Title 669,,"Actor A, Actor B, Actor C",United States,"January 12, 2020",2019,PG,116 min,"Stand-Up Comedy, Sci-Fi & Fantasy",Description for Movie Title 669.
s670,Movie,Movie Title 670,Guillermo del Toro,"Actor A, Actor B, Actor C",India,"April 1, 2018",1996,PG-13,137 min,Anime Features,Description for Movie Title 670.
s671,Movie,Movie Title 671,Christopher Nolan,,France,"March 4, 2017",2000,R,72 min,"Sports Movies, Thrillers, Music & Musicals",Description for Movie Title 671.
